title,company,location,scrape_date,scrape_time,title_raw,paren_raw,title_clean,seniority,work_mode,employment_type,role_group
Senior Data Engineer,Viasat,"Chennai, Tamil Nadu, India",2025-07-17,14:47:47,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
"Data Engineer, Amazon Operations Finance Standardisation and Automation",Amazon,"Bengaluru, Karnataka, India",2025-07-17,14:47:47,"Data Engineer, Amazon Operations Finance Standardisation and Automation",,data engineer amazon operations finance standardisation and automation,unknown,unknown,unknown,data_engineering
Data Architect - AEP Competency,Klarin Technologies,,2025-07-17,14:47:47,Data Architect - AEP Competency,,data architect aep competency,unknown,unknown,unknown,other
Data Engineer – C10/Officer - Pune,Citi,"Pune, Maharashtra, India",2025-07-17,15:25:28,Data Engineer – C10/Officer - Pune,,data engineer c10 officer pune,unknown,unknown,unknown,data_engineering
DE-AWS-Cloud Native AI Engineer-VG-F02,EY,"Hyderabad, Telangana, India",2025-07-17,15:25:28,DE-AWS-Cloud Native AI Engineer-VG-F02,,de aws cloud native ai engineer vg f02,unknown,unknown,unknown,ml_ai
DevOps Engineer - C10,Citi,"MH, IN",2025-07-17,15:46:41,DevOps Engineer - C10,,devops engineer c10,unknown,unknown,unknown,devops_sre
Senior DevOps Engineer (Salesforce),MongoDB,"Bengaluru, Karnataka, India",2025-07-17,15:46:41,Senior DevOps Engineer (Salesforce),Salesforce,senior devops engineer,senior,unknown,unknown,devops_sre
Machine Learning Engineer Lead - C13 - CHENNAI,Citi,"Chennai, Tamil Nadu, India",2025-07-17,15:46:41,Machine Learning Engineer Lead - C13 - CHENNAI,,machine learning engineer lead c13 chennai,senior,unknown,unknown,ml_ai
Senior DevOps Engineer,Smarten Spaces,"Bengaluru, Karnataka, India",2025-07-17,15:46:41,Senior DevOps Engineer,,senior devops engineer,senior,unknown,unknown,devops_sre
"Apps Support Senior Analyst (Hadoop, Big Data, Data Engineering) C12 - CHENNAI",Citi,"Chennai, Tamil Nadu, India",2025-07-17,15:46:41,"Apps Support Senior Analyst (Hadoop, Big Data, Data Engineering) C12 - CHENNAI","Hadoop, Big Data, Data Engineering",apps support senior analyst c12 chennai,senior,unknown,unknown,other
DevOps Engineer,Udyari Solutions LLP,"KA, IN",2025-07-17,16:29:40,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
DevOps/SRE Engineer - Remote Work,BairesDev,"Madurai, Tamil Nadu, India",2025-07-17,16:29:40,DevOps/SRE Engineer - Remote Work,,devops sre engineer remote work,unknown,remote,unknown,devops_sre
DevOps Engineer - L4,Wipro,"Bengaluru, Karnataka, India",2025-07-17,16:29:40,DevOps Engineer - L4,,devops engineer l4,unknown,unknown,unknown,devops_sre
Cloud Engineer Vmware Horizon,Helios Core AI,"Hyderabad, Telangana, India",2025-07-17,16:29:40,Cloud Engineer Vmware Horizon,,cloud engineer vmware horizon,unknown,unknown,unknown,cloud
GIS Data Engineer - PySpark,Analyticorex,"Hyderabad, Telangana, India",2025-07-17,16:29:40,GIS Data Engineer - PySpark,,gis data engineer pyspark,unknown,unknown,unknown,data_engineering
Senior Machine Learning Engineer,Backbase,"Hyderabad, Telangana, India",2025-07-17,16:53:57,Senior Machine Learning Engineer,,senior machine learning engineer,senior,unknown,unknown,ml_ai
DevOps Engineer,Standard Chartered Bank,"KA, IN",2025-07-17,17:21:37,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Data Engineer-Lead (Tamilnadu),VXI Global Solutions,"Tamil Nadu, India",2025-07-17,17:21:37,Data Engineer-Lead (Tamilnadu),Tamilnadu,data engineer lead,senior,unknown,unknown,data_engineering
AWS Data Engineer,WELTEC Institute,,2025-07-17,17:21:37,AWS Data Engineer,,aws data engineer,unknown,unknown,unknown,data_engineering
Data Engineer-Data Platforms-Azure,IBM,"Kochi, Kerala, India",2025-07-17,17:21:37,Data Engineer-Data Platforms-Azure,,data engineer data platforms azure,unknown,unknown,unknown,data_engineering
Data Engineer-Data Platforms-Azure,IBM,"Mumbai, Maharashtra, India",2025-07-17,17:21:37,Data Engineer-Data Platforms-Azure,,data engineer data platforms azure,unknown,unknown,unknown,data_engineering
Associate DevOps Engineer,Optum,"UP, IN",2025-07-17,17:45:41,Associate DevOps Engineer,,associate devops engineer,unknown,unknown,unknown,devops_sre
Remote Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Pune, Maharashtra, India",2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,,2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,,2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,,2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Chennai, Tamil Nadu, India",2025-07-17,18:33:57,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Data Engineering -Sr. Specialist,Nasdaq,"Bengaluru East, Karnataka, India",2025-07-17,18:33:57,Data Engineering -Sr. Specialist,,data engineering sr specialist,senior,unknown,unknown,data_engineering
Lead Machine Learning Engineer #7577,New Relic,"Hyderabad, Telangana, India",2025-07-17,18:33:57,Lead Machine Learning Engineer #7577,,lead machine learning engineer 7577,senior,unknown,unknown,ml_ai
AI Engineer,Swirl®,"Bengaluru, Karnataka, India",2025-07-17,19:19:37,AI Engineer,,ai engineer,unknown,unknown,unknown,ml_ai
AI Engineer (Internship) Remote,"iBovi - Staffing, Consulting and Recruitment Services",,2025-07-17,19:19:37,AI Engineer (Internship) Remote,Internship,ai engineer remote,intern,remote,unknown,ml_ai
DevOps Engineer - C10,Citi,"Pune, Maharashtra, India",2025-07-17,19:19:37,DevOps Engineer - C10,,devops engineer c10,unknown,unknown,unknown,devops_sre
Data Engineer – People Analytics,ABB,"Bengaluru, Karnataka, India",2025-07-17,19:19:37,Data Engineer – People Analytics,,data engineer people analytics,unknown,unknown,unknown,data_engineering
DevOps Engineer,VortexWeb,,2025-07-17,19:19:37,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Remote Python AI Engineer - 17852,Turing,,2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,,2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Gurugram, Haryana, India",2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Hyderabad, Telangana, India",2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Delhi, India",2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Delhi, India",2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Delhi, India",2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Delhi, India",2025-07-17,19:19:37,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Senior Data Engineer,Autodesk,"Bengaluru, Karnataka, India",2025-07-17,19:19:37,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
DevOps Engineer,vortexweb cloud,"Remote, IN",2025-07-17,19:40:54,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Data Engineer,Ericsson,"Noida, Uttar Pradesh, India",2025-07-17,19:40:54,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
"AI Engineer – AI, Automation and ML (REMOTE)","iBovi - Staffing, Consulting and Recruitment Services",,2025-07-17,19:40:54,"AI Engineer – AI, Automation and ML (REMOTE)",REMOTE,ai engineer ai automation and ml,unknown,remote,unknown,ml_ai
Data Engineer,Accenture in India,"Bengaluru, Karnataka, India",2025-07-17,19:40:54,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Remote Python AI Engineer - 17852,Turing,,2025-07-17,19:40:54,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Bengaluru, Karnataka, India",2025-07-17,19:40:54,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-07-17,19:40:54,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-07-17,19:40:54,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Remote Python AI Engineer - 17852,Turing,"Mumbai, Maharashtra, India",2025-07-17,19:40:54,Remote Python AI Engineer - 17852,,remote python ai engineer 17852,unknown,remote,unknown,ml_ai
Senior MLOps & AI Developer,Giesecke+Devrient,"HR, IN",2025-07-17,20:25:26,Senior MLOps & AI Developer,,senior mlops ai developer,senior,unknown,unknown,ml_ai
Tech Lead Devops Engineer,Dario,"Gurugram, Haryana, India",2025-07-17,20:25:26,Tech Lead Devops Engineer,,tech lead devops engineer,senior,unknown,unknown,devops_sre
Remote Machine Learning / AI Engineer,HYI.AI,"Bengaluru, Karnataka, India",2025-07-17,20:25:26,Remote Machine Learning / AI Engineer,,remote machine learning ai engineer,unknown,remote,unknown,ml_ai
Process Data Engineer II - Product Development,Bristol Myers Squibb,"Hyderabad, Telangana, India",2025-07-17,20:25:26,Process Data Engineer II - Product Development,,process data engineer ii product development,unknown,unknown,unknown,data_engineering
DevOps Engineer - VP,Deutsche Bank,"MH, IN",2025-07-17,20:45:53,DevOps Engineer - VP,,devops engineer vp,senior,unknown,unknown,devops_sre
AI Engineering Intern - Multimodal LLM Infrastructure,Loopdesk AI,"Bengaluru, Karnataka, India",2025-07-17,20:45:53,AI Engineering Intern - Multimodal LLM Infrastructure,,ai engineering intern multimodal llm infrastructure,intern,unknown,unknown,ml_ai
"AWS, Azure Devops - AKS,EKS SME",Imagine Foundation e.V.,,2025-07-17,20:45:53,"AWS, Azure Devops - AKS,EKS SME",,aws azure devops aks eks sme,unknown,unknown,unknown,devops_sre
Cloud Engineer,iConsultera,,2025-07-17,21:21:11,Cloud Engineer,,cloud engineer,unknown,unknown,unknown,cloud
Data Engineer,RAYVEN IT SOLUTIONS,,2025-07-17,21:21:11,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Senior Data Engineer,Med-Metrix,,2025-07-17,21:42:18,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Lead Cloud Platform/DevOps Engineer,Goodyear,"TS, IN",2025-07-17,22:22:25,Lead Cloud Platform/DevOps Engineer,,lead cloud platform devops engineer,senior,unknown,unknown,devops_sre
DevOps Engineer,Harman,"KA, IN",2025-07-17,22:46:19,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
DevOps Engineer,CareerUS Solutions,,2025-07-17,22:46:19,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Data Engineer,JB Group of companies,"Navi Mumbai, Maharashtra, India",2025-07-17,23:22:37,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Data Engineer,JB Group of companies,,2025-07-17,23:22:37,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
Staff Devops Engineer,Baker Hughes,"Pune, Maharashtra, India",2025-07-17,23:22:37,Staff Devops Engineer,,staff devops engineer,senior,unknown,unknown,devops_sre
Lead DevOps Engineer,Cimpress,"Remote, IN",2025-07-17,23:42:58,Lead DevOps Engineer,,lead devops engineer,senior,unknown,unknown,devops_sre
Staff Devops Engineer,Baker Hughes,"KA, IN",2025-07-17,23:42:58,Staff Devops Engineer,,staff devops engineer,senior,unknown,unknown,devops_sre
DevOps Engineer Advisor,NTT DATA,"TS, IN",2025-07-17,23:42:58,DevOps Engineer Advisor,,devops engineer advisor,unknown,unknown,unknown,devops_sre
"Senior Engineer, Software DevOps",WS Audiology,"TS, IN",2025-07-17,23:42:58,"Senior Engineer, Software DevOps",,senior engineer software devops,senior,unknown,unknown,devops_sre
Staff Devops Engineer,Baker Hughes,"Bengaluru, Karnataka, India",2025-07-17,23:42:58,Staff Devops Engineer,,staff devops engineer,senior,unknown,unknown,devops_sre
Data Engineer (Talend &Pyspark),NTT DATA North America,"Bengaluru East, Karnataka, India",2025-07-17,23:42:58,Data Engineer (Talend &Pyspark),Talend &Pyspark,data engineer,unknown,unknown,unknown,data_engineering
Senior Cloud Engineer,5dataInc,"TS, IN",2025-07-18,01:57:02,Senior Cloud Engineer,,senior cloud engineer,senior,unknown,unknown,cloud
Material - Senior Data Scientist - Deep Learning &amp; Machine Learning,Srijan: Now Material,"Bengaluru East, Karnataka, India",2025-07-18,01:57:02,Material - Senior Data Scientist - Deep Learning &amp; Machine Learning,,material senior data scientist deep learning and machine learning,senior,unknown,unknown,ml_ai
Azure Data Engineer-Associate - Operate,PwC Acceleration Center India,"Bengaluru, Karnataka, India",2025-07-18,01:57:02,Azure Data Engineer-Associate - Operate,,azure data engineer associate operate,unknown,unknown,unknown,data_engineering
Aptean - Senior DevOps Engineer - CI/CD Pipeline,Aptean India,"Bengaluru, Karnataka, India",2025-07-18,01:57:02,Aptean - Senior DevOps Engineer - CI/CD Pipeline,,aptean senior devops engineer ci cd pipeline,senior,unknown,unknown,devops_sre
Cloud Data Engineer -Analytics as service - Senior Associate - operate,PwC Acceleration Center India,"Bengaluru, Karnataka, India",2025-07-18,01:57:02,Cloud Data Engineer -Analytics as service - Senior Associate - operate,,cloud data engineer analytics as service senior associate operate,senior,unknown,unknown,data_engineering
Intern-AI Engineer,Gamigion,,2025-07-18,03:41:08,Intern-AI Engineer,,intern ai engineer,intern,unknown,unknown,ml_ai
Software Technologist - Cloud Engineer,Philips,"Bengaluru, Karnataka, India",2025-07-18,03:41:08,Software Technologist - Cloud Engineer,,software technologist cloud engineer,unknown,unknown,unknown,cloud
Senior Data Engineer,Infoslab,"Hyderabad, Telangana, India",2025-07-18,03:41:08,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
Software Technologist - Cloud Engineer,Philips,"KA, IN",2025-07-18,04:41:19,Software Technologist - Cloud Engineer,,software technologist cloud engineer,unknown,unknown,unknown,cloud
DevOps Engineer - C10,Citi,"MH, IN",2025-07-18,04:41:19,DevOps Engineer - C10,,devops engineer c10,unknown,unknown,unknown,devops_sre
DevOps Engineer,People Prime Worldwide,"Bengaluru, Karnataka, India",2025-07-18,04:41:19,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
Senior Data Engineer,Lean IT Inc.,,2025-07-18,05:27:52,Senior Data Engineer,,senior data engineer,senior,unknown,unknown,data_engineering
"Data Engineer I - GCP, ETL & SQL| Digital & Technology",General Mills India,"Mumbai, Maharashtra, India",2025-07-18,05:27:52,"Data Engineer I - GCP, ETL & SQL| Digital & Technology",,data engineer i gcp etl sql digital technology,unknown,unknown,unknown,data_engineering
"Oracle PL/SQL, Oracle ERP, Unix, DevOps, Java - Developer (FHB)",NTT DATA North America,"Bengaluru East, Karnataka, India",2025-07-18,05:27:52,"Oracle PL/SQL, Oracle ERP, Unix, DevOps, Java - Developer (FHB)",FHB,oracle pl sql oracle erp unix devops java developer,unknown,unknown,unknown,devops_sre
Machine Learning Engineer,ThoughtSol Infotech Pvt. Ltd,"Noida, Uttar Pradesh, India",2025-07-18,05:51:55,Machine Learning Engineer,,machine learning engineer,unknown,unknown,unknown,ml_ai
DevOps Engineer,People Prime Worldwide,"Mumbai, Maharashtra, India",2025-07-18,05:51:55,DevOps Engineer,,devops engineer,unknown,unknown,unknown,devops_sre
"Data Engineer - Python,Pyspark,AWS - 5 DAYS ONSITE",ideaHelix,"Hyderabad, Telangana, India",2025-07-18,05:51:55,"Data Engineer - Python,Pyspark,AWS - 5 DAYS ONSITE",,data engineer python pyspark aws 5 days onsite,unknown,onsite,unknown,data_engineering
Data Engineer,Colate,"Hyderabad, Telangana, India",2025-07-18,05:51:55,Data Engineer,,data engineer,unknown,unknown,unknown,data_engineering
"Data Engineer - Python,Pyspark,GIS - 5 DAYS ONSITE",ideaHelix,"Hyderabad, Telangana, India",2025-07-18,05:51:55,"Data Engineer - Python,Pyspark,GIS - 5 DAYS ONSITE",,data engineer python pyspark gis 5 days onsite,unknown,onsite,unknown,data_engineering
